Engine rpm,Lub oil pressure,Fuel pressure,Coolant pressure,lub oil temp,Coolant temp,Engine Condition
1178,3.655415796,10.62076877,1.96146737,77.90366348,74.99823308,2
376,2.293694112,7.113197983,1.870277944,74.16306729,85.34415317,2
1345,2.534169744,14.02773671,2.80603377,74.53519825,78.36701347,1
599,4.176449613,6.166925827,1.695992126,78.41794771,77.69186883,0
645,4.024922678,4.700539017,1.833863899,74.50327099,82.92686382,1
679,2.326679,6.493522333,1.719434611,84.58085199,93.36282067,1
767,3.986825769,7.916422175,2.892708925,76.76151489,82.24023457,1
820,3.155973257,9.825683404,2.660823672,75.92049609,74.71370972,1
933,3.833114107,3.594828395,5.915188138,77.21675391,79.68832308,0
617,5.852661833,8.240702771,2.478616709,76.0608922,69.23828506,1
641,3.197705618,2.031791902,2.271965381,78.44093908,81.86958247,2
721,3.461302675,15.28807084,2.747878952,74.09781509,83.69737239,1
1070,2.160736656,6.198572667,3.512533276,84.29047474,72.97249601,2
1084,4.411897714,4.431214194,1.523218859,84.75189444,79.09158354,0
549,3.06446949,16.8680402,2.39042984,78.08746883,79.00758194,1
784,2.113613502,10.06666689,1.637612761,76.92009606,82.27021381,2
577,3.820453883,6.015166598,1.378378443,81.26686935,78.75677955,1
894,3.000145984,7.384385934,2.243675512,83.48362892,76.26899434,1
831,4.398719187,5.65502485,1.502454167,75.40253804,81.32434787,1
841,2.207064809,5.855750927,2.811959392,77.40011656,80.71319302,2
446,4.163565801,7.38143837,2.075341964,75.25431325,72.07918871,1
385,4.879010414,9.545392749,2.85651253,75.12260552,69.43477112,1
398,4.794103656,9.862642817,1.525782872,82.92430375,87.42792024,1
838,4.583028956,9.337592555,2.856452576,76.70743567,71.76176281,1
685,3.827886668,6.78211669,1.3142697,75.42537046,90.59289819,1
971,2.624801054,7.347137334,2.515267862,75.25058456,77.40224414,2
443,3.956537977,4.95999122,1.459642239,78.43860438,68.3496786,1
796,4.025948356,3.117686848,5.607101679,77.63236947,79.2337502,1
862,3.948128094,7.327890941,2.457800739,77.05568503,80.76175232,0
857,4.066156628,3.779674539,1.072127213,75.77330752,78.07340937,1
1163,4.512941192,5.449606704,1.375806578,74.88330669,88.99453503,0
986,5.425634752,2.169194498,3.004251618,77.05969103,76.30311221,1
569,2.349499394,6.618794346,1.623163288,74.6870061,89.84365395,1
366,2.037200759,7.674381711,6.799183687,74.95232275,78.06781583,1
1312,2.477710604,6.599942282,3.715971216,77.89926173,80.45711235,2
969,2.576438707,8.163974432,2.085179277,83.93795727,81.03796013,1
569,1.972276826,6.765680194,2.236715966,73.3512018,75.26903321,1
706,4.436448009,6.654988369,2.520092591,76.38411556,66.87106632,1
540,2.710035638,5.517945311,2.284180565,77.67710526,83.70256699,1
731,3.136090263,5.497883609,3.001961871,75.3987877,73.63951812,1
654,0.462023636,4.317992793,4.20791116,78.11260065,83.50823721,1
1613,3.852976983,4.804097255,1.719088384,76.87317442,70.6028814,0
814,4.963941814,12.81161655,2.588466001,83.22456274,79.41228351,1
812,2.143355596,1.671774001,1.868150916,76.89546603,83.16140635,2
838,3.562432923,7.301461727,2.013764667,84.30087218,75.00314377,1
597,2.952443642,8.102786635,2.133108867,76.09136146,76.08642537,1
807,3.119481665,4.956614937,1.194208754,77.58324266,83.83617128,2
1005,4.3942543,6.725166457,1.253641542,86.56582017,78.93385955,1
1034,2.357869232,1.5845327,1.923361562,73.07102899,80.8921038,2
744,2.979526898,4.574642191,3.015427019,88.45855546,74.10675213,2
425,2.153499883,6.238534768,1.934006206,77.89056025,84.99062088,1
1267,4.119742571,8.25954341,2.095620353,74.63663496,76.78191794,0
437,4.105411051,7.999949058,1.191933119,74.5572028,75.70069556,1
990,1.969611802,10.02853116,2.586170106,75.77171713,80.37135723,2
628,1.998738288,8.219071968,1.457350001,76.24542113,92.02865188,1
629,3.987183424,6.076382893,2.797468487,74.95768264,70.88862009,1
624,2.204106672,5.358865548,3.022392351,75.43377281,80.36076799,1
425,3.00647749,2.774749692,1.339009448,77.80423513,73.64821115,1
758,4.060713701,6.017261787,1.714066169,81.40640381,72.19893229,0
391,2.978573458,6.980398373,3.041053206,83.40228186,80.02534956,1
523,2.661584354,8.779937379,2.076844504,86.39655346,74.0711036,1
913,2.135457232,5.544887258,2.591823036,82.12864989,76.18776704,1
1074,4.586412133,3.665235249,2.387265944,75.34744159,76.34897321,0
815,2.688664878,4.390382361,2.002674019,85.4885302,83.85079675,1
494,2.130010785,7.876364101,3.806074841,82.01924819,74.21090517,1
400,3.717109487,4.124321566,0.439110813,76.41543137,80.10387695,1
1411,3.518328735,4.158887017,2.044415806,78.0238853,86.24302652,2
592,3.200134701,7.491192016,3.226060388,76.29296148,70.53128808,1
786,2.126979036,10.14449332,2.037703353,75.89740724,83.26341208,2
612,3.613140905,6.124748702,2.65128929,76.96281568,74.92707965,1
523,2.475586029,7.769451408,1.834132665,79.08793766,70.0762298,1
537,3.370731922,5.567769537,0.753534341,77.65419921,72.05583262,1
592,2.50106892,4.453243438,3.873684854,77.42168247,82.72207385,1
1064,1.9763561,6.093964736,1.973511121,77.08061273,88.95006274,1
487,4.080767517,6.563899292,3.14036914,77.53683586,84.88374599,1
850,2.880956692,5.456577415,2.752962009,79.94571004,88.68733618,2
986,2.929211932,14.43148576,4.985263547,75.47751865,69.80879848,1
978,2.007255146,3.794500341,2.025737945,76.93397602,72.71020992,2
586,4.850842349,7.75843684,2.721554816,75.06640953,79.34200905,1
958,4.006514527,7.951343195,3.168309605,78.42401372,89.0890928,0
967,3.767958612,10.15562084,3.454069859,77.93056777,74.42633712,2
520,2.71400111,9.371675508,5.538205731,77.50133025,79.93739916,1
698,2.766080214,8.173538762,1.589082818,76.6595663,73.17573035,1
507,2.324359567,11.76618758,2.305819273,75.06838372,85.09751991,1
930,3.517386635,5.498797098,1.408536485,75.39191624,81.97880471,1
657,4.067243206,7.178070054,2.758773333,75.03007157,82.86434647,1
649,0.089597014,6.017542196,3.240853624,73.88192817,80.81885035,2
813,2.217467051,6.976107254,1.538755744,77.23939781,81.6613328,1
548,2.843756238,7.80845694,1.386055544,75.70894261,87.31862254,1
913,2.657675433,3.600876748,1.164179615,75.45449493,64.58343985,1
996,4.895017573,11.87096991,4.195057245,76.63335007,76.04636523,1
1318,2.25710424,9.15810314,1.701788663,77.79791481,72.99110918,2
1127,5.07268269,6.81317365,0.934778561,83.06127579,72.13018203,0
683,4.49467265,5.886058243,3.031736162,79.18018093,81.71859522,1
983,4.057117245,4.424092696,1.196690904,77.63776029,81.76085316,1
828,3.804128183,6.253918626,4.201009264,77.89973077,80.606922,0
507,2.829952299,7.740109369,2.324231441,76.55904258,80.84337688,1
773,4.050161958,5.056935195,4.802132993,77.22116435,83.44047532,1
609,3.921508761,7.176596382,3.282127271,76.96869914,66.37470256,1
868,4.866824271,5.286915632,1.513998339,76.56994649,91.61433462,1
459,4.377456445,4.432131091,1.554051794,75.18598185,66.38036175,1
401,2.798636208,7.322130454,2.865979028,75.57634064,75.18383841,1
463,4.904156607,3.436353774,2.427410327,78.09093083,78.78113582,1
942,2.45001906,8.778762588,1.426311966,77.75706931,81.4990576,1
1003,3.480686086,6.13709598,1.502485561,76.14279097,82.97216709,2
718,3.017897765,3.844595382,2.724583913,77.59143841,71.3035725,2
834,3.685473349,7.428454954,1.320853188,74.99213547,68.27926469,1
1386,2.57541003,5.920830758,1.739166492,74.27181333,74.66183155,1
1264,2.808550273,4.985001994,1.215465125,76.92144073,70.42591691,2
399,2.909903655,5.578826697,2.73150555,74.69854182,83.99594469,1
864,2.231373858,7.840309475,2.343159095,78.04868442,79.91074398,1
894,1.845548137,4.30267458,2.925830049,77.98878526,83.6908348,2
801,3.009651027,11.14307363,2.696645155,76.40366232,77.07768309,2
466,3.518939084,6.47762776,2.672414952,76.20646357,64.62487326,1
547,4.12809349,7.519176302,1.097499809,74.99945639,65.22182991,1
500,3.549649953,6.311287153,1.80553201,73.94011503,90.62787677,2
830,3.780470835,10.57201291,3.624016434,75.7139569,74.5765972,2
666,1.657211511,6.670047369,3.145315661,74.71803052,71.67766663,2
1659,3.00320905,8.333367718,1.933854988,82.44724406,86.91104065,2
664,3.873934004,4.897697685,1.12723609,76.29216784,86.09517383,1
608,2.941388984,6.625067863,2.323102938,74.32275396,75.97713552,1
748,2.945216689,6.242007555,3.937571751,75.48364024,74.70897942,2
830,3.380831232,4.755467422,1.723184205,86.63573159,72.63827601,1
879,2.162049631,5.688635513,2.643109955,77.20333286,82.70334594,1
637,3.245108983,7.322305862,1.277683046,74.56282737,70.58574279,2
510,1.856356799,3.019684452,2.390300802,79.73011887,82.96322242,2
815,2.589214201,6.170128728,2.923122205,79.5015008,72.61576661,2
452,4.437679339,7.026985065,2.968112843,74.13122715,86.98354912,1
807,2.647628059,5.939960959,1.687487304,85.86384387,92.79002472,1
759,3.498613858,6.158060307,2.008612831,77.14968205,72.80520702,1
689,3.915068819,5.424280685,3.5563589,76.62019381,87.52032958,1
564,4.027026788,4.809862652,2.653444958,77.54389937,85.38752965,0
519,3.51292912,12.91485184,2.976630707,73.50735711,72.09054019,1
621,3.157718708,8.96486265,1.533397305,76.02556116,77.15480599,1
866,2.929052024,6.562139717,1.280979613,75.69565001,73.64908028,1
993,2.220224246,4.740827633,1.583980079,76.87699058,86.31209044,2
854,3.701387056,10.27598283,1.610027008,83.98789429,70.13915142,1
1205,4.693127934,4.859712028,3.087607391,76.78901811,85.36679667,0
1476,3.141082653,9.462746059,3.195170301,75.76274011,78.5376477,1
587,4.050223952,6.092174648,1.694762511,77.68324972,63.08690287,1
649,1.562700896,7.245215135,2.051805711,76.21025656,76.52769084,1
764,3.940837082,6.832061793,2.686248963,78.51433104,85.65865745,0
1086,3.542768643,8.753036689,2.802036318,77.56532871,72.20897924,2
749,3.602570408,6.44458026,2.377619796,79.65264375,74.56745389,2
899,3.961771576,6.358314073,3.412115013,76.78144191,69.23597111,0
773,5.132629258,6.823926699,1.438991786,76.57900964,88.50107718,0
464,2.055103607,4.396100517,4.850311084,75.79858696,75.92659444,1
426,3.376088208,7.07274341,1.689429194,75.0300191,83.0599836,1
490,3.953292151,4.822899878,2.36453763,76.03527096,72.71337112,1
499,0.583923612,6.82331781,1.360870616,81.28675843,79.57317008,1
920,2.460961596,6.556940736,1.440644251,77.89074085,70.73027774,1
589,2.05068795,8.368528613,3.142069213,75.22897588,77.6408445,1
1291,3.879801315,14.46430632,2.759591595,76.59521079,70.85604186,0
500,4.345105227,13.80646383,1.566532392,76.85092116,70.03352327,1
1058,4.176574193,10.44596844,1.5327593,77.38385961,87.72247596,0
541,1.952802533,10.50200546,1.850450898,75.58339424,80.58575951,2
1419,1.907799108,7.075930033,2.954614556,81.59263046,75.5028567,1
910,3.151738624,5.586421162,2.431004275,75.85651955,68.10528186,1
653,1.865553394,3.760499933,1.796967196,76.36927733,72.30260952,1
628,2.978557013,5.827935205,1.381222459,80.33482125,65.81650964,2
907,4.758131731,6.350904666,2.017710286,74.82056895,65.34923186,0
528,3.585395388,5.306696285,1.177607379,81.81284441,74.53592996,2
1331,4.214476826,3.231521189,2.080049324,83.73460583,74.45206159,0
574,4.753714222,6.820049655,1.397716739,76.47294852,86.00150539,1
433,4.928537602,5.861516178,0.908462005,77.4077763,80.56519065,1
789,3.200557932,8.667628114,3.289325237,76.35577674,87.84038757,2
673,2.551830565,6.742669133,1.563825926,81.06928112,78.92287772,2
1334,5.392737563,10.01095342,1.19880843,76.69638567,79.07438205,1
658,4.010453411,4.727715757,1.719154813,78.12577586,84.16946856,1
1016,3.895215841,8.705540317,1.72933964,75.87648715,72.16311655,0
838,1.879510307,5.814375718,1.953598783,76.63163396,82.38902654,1
705,3.156622546,5.375150199,6.625066924,86.04292338,80.59071551,1
610,3.216234911,3.987396883,3.701799793,76.75480669,82.760357,2
926,3.258624776,5.328224857,0.917561097,76.66260062,81.53961206,2
565,3.43921843,12.03562935,1.418110457,76.32795898,89.32258187,2
461,2.648378058,7.529118475,2.290114633,82.31276907,65.74667254,1
483,4.069966061,5.550692026,1.215043547,75.38342838,74.57736926,1
802,3.122610817,4.074254783,1.162249087,84.88390411,91.84711335,2
589,4.210041396,7.744948146,5.319642957,76.00742865,78.52708455,0
1131,2.511985321,7.093396841,2.157507023,83.94272033,76.85802638,1
685,4.010498714,3.625207365,1.605003275,77.61240134,81.41365127,0
896,4.094386755,5.598693279,3.963637924,76.61179,71.43771937,1
543,4.490402885,6.134859434,2.76762078,77.59815698,85.59600123,1
431,3.244274676,6.513858842,3.985969633,75.17222261,87.21328279,1
1138,2.807651347,4.902629375,1.432317669,76.5186623,67.38245729,1
465,3.852066819,5.41945417,2.033419916,75.46579028,70.9677994,1
919,4.086417636,5.966214766,1.821345646,77.89504255,70.34742943,0
895,2.308604285,5.742811854,2.736399803,76.00099543,81.46931051,1
764,1.901425176,7.515204715,3.073447322,74.76129935,91.07875266,1
886,3.650390293,8.226213171,1.771900538,75.74761868,89.06762759,1
903,2.367511939,8.953232306,1.126427803,75.40819095,88.85491357,1
853,3.116100536,6.135939021,1.747093758,73.89554655,83.67801072,1
942,2.502759961,5.488407456,1.383655955,77.38172213,77.80168849,2
1204,3.401066285,6.446008889,2.68439707,75.12487718,74.84031436,1
1101,2.795912056,5.965046005,3.367382995,84.34439907,89.50945977,2
753,3.581275378,10.77540787,1.54783234,84.755707,82.64307353,2
1457,4.113648065,5.753591852,5.951024911,75.24840968,77.23220103,0
696,2.954537828,5.683195766,2.078408239,74.9967325,75.69431452,2
671,2.048599975,0.029335341,3.009759199,73.45399206,77.40100735,2
809,2.307648448,10.64120104,2.93916706,77.65849466,84.41284074,2
550,2.173608652,14.3261645,2.97446768,75.06804058,81.80063695,1
940,0.291001795,6.931822547,3.78347048,77.48724986,87.81671502,2
718,4.86795007,10.1612283,2.662422859,76.07353962,73.68087971,0
750,3.053867608,5.684663147,4.669778876,74.36256606,87.43778595,1
801,3.476705561,9.900913022,2.19465522,76.50604658,76.32410273,1
827,3.616283048,5.013415887,1.234691867,76.60829678,79.94081594,1
872,2.208564187,6.479354416,3.178273448,76.93227171,72.04843235,2
1248,4.175918738,0.928295933,2.994287285,78.47036158,75.12180641,1
750,5.315110611,2.859700528,2.63099594,77.02365125,79.29097442,1
583,2.547916592,6.343223176,1.844887915,77.62700171,80.98819168,1
611,2.73282871,8.368204579,1.579845402,78.25928348,78.30096811,1
576,3.729748271,4.09481953,2.23380958,76.09488561,90.09404317,2
928,3.083999547,5.579057146,2.839053581,75.40291901,77.27792764,1
777,3.874778649,7.434013201,2.388318775,83.48158596,84.04435138,1
1109,3.342379779,6.255023324,2.533035214,78.07399428,82.82467069,1
988,5.387538786,5.923176938,2.388008752,77.09684025,81.47443484,0
574,2.069126813,8.025248382,1.441184857,78.47709183,72.75283116,1
475,2.618627562,15.61449265,1.281945119,77.74729819,68.90203951,1
713,4.712140313,10.10949195,5.510582032,77.34861585,67.28091951,1
1001,3.200641336,10.75438293,2.711841063,79.1561023,86.34580376,1
775,2.251142295,12.07612535,3.098706106,81.86023165,86.47099275,1
563,4.613939913,6.511851266,1.640371112,73.73050934,74.40018286,0
1054,3.062265734,14.88313795,1.674713985,83.57255026,76.49220053,2
1429,3.265105561,6.995912202,5.316528725,84.84575903,81.95892263,2
1449,2.844398523,6.064418078,2.111542788,80.78527185,87.32754898,2
632,2.210107383,5.564554441,2.424056766,84.52940817,81.68886539,1
716,3.043604163,6.907669764,2.887297752,79.95672802,72.06867942,1
1204,2.229876851,7.027720609,1.284604875,80.93297707,76.52277565,2
586,3.17119972,6.422134688,1.704380162,77.49291953,80.72852042,1
947,2.519574128,4.521499992,2.069219254,75.79458731,73.4591809,2
750,2.686931566,5.090279553,2.058624264,76.94565581,85.3011919,2
476,3.772830846,7.755828572,2.182554349,75.83305945,86.67289169,1
939,3.064708256,7.768152896,2.291449722,87.97664159,73.3569412,1
563,4.795439464,7.62411736,1.687048035,76.92705094,71.5168824,1
1229,2.28894431,3.561332343,1.987093766,77.08323902,73.98211974,2
450,2.175625385,5.677933074,1.058546916,85.83488123,81.02474343,1
558,4.1188304,15.08981432,2.511858479,76.34354295,83.87659472,0
753,3.220745474,6.938979276,2.371153451,76.24352842,82.29550595,2
631,3.063391312,2.921387232,1.822771587,75.82687215,81.80756225,2
513,2.411272703,7.567013806,1.722684032,75.91462982,71.70386578,1
